job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,remote_work_type,posting_year,application_duration,posting_month_num,posting_month
Computer Vision Engineer,230756,Executive Level,Part-Time,Denmark,Large,0,"Git, Kubernetes, SQL",Associate,14,Gaming,2024-05-15,2024-06-07,9.8,Cognitive Computing,On-site,2024,23,5,May
AI Consultant,186879,Executive Level,Contract,Norway,Small,0,"SQL, PyTorch, Docker",Associate,18,Energy,2024-02-16,2024-04-21,7.9,DataVision Ltd,On-site,2024,65,2,February
Head of AI,81955,Senior Level,Contract,Japan,Small,50,"SQL, AWS, Python, TensorFlow",Bachelor,9,Healthcare,2024-06-28,2024-07-31,9.5,DeepTech Ventures,Hybrid,2024,33,6,June
AI Specialist,73734,Entry Level,Freelance,Canada,Large,100,"MLOps, Python, Linux",PhD,0,Technology,2024-04-02,2024-06-05,8.3,DataVision Ltd,Remote,2024,64,4,April
Principal Data Scientist,100183,Executive Level,Contract,Austria,Medium,100,"Scala, Tableau, Kubernetes",Master,13,Healthcare,2024-11-29,2024-12-25,9.7,DataVision Ltd,Remote,2024,26,11,November
Head of AI,257641,Executive Level,Freelance,Norway,Medium,0,"Python, R, GCP, Azure",Bachelor,16,Automotive,2024-09-22,2024-12-02,9.7,TechCorp Inc,On-site,2024,71,9,September
AI Software Engineer,100886,Mid Level,Full-Time,Norway,Small,50,"Python, Hadoop, Computer Vision",Bachelor,2,Government,2025-01-13,2025-02-02,6.4,Cloud AI Solutions,Hybrid,2025,20,1,January
AI Architect,92991,Mid Level,Part-Time,United States,Small,0,"Spark, Scala, SQL, Mathematics, Hadoop",Master,3,Telecommunications,2024-03-02,2024-04-14,9.3,Smart Analytics,On-site,2024,43,3,March
AI Research Scientist,70528,Senior Level,Part-Time,Israel,Small,0,"Java, GCP, Kubernetes, Python, TensorFlow",Bachelor,5,Media,2024-06-14,2024-08-24,7.7,Neural Networks Co,On-site,2024,71,6,June
AI Consultant,79806,Entry Level,Contract,Denmark,Small,50,"SQL, NLP, Git, Mathematics",Master,0,Energy,2024-11-26,2025-01-19,5.7,Digital Transformation LLC,Hybrid,2024,54,11,November
Robotics Engineer,87653,Senior Level,Full-Time,India,Medium,100,"Linux, SQL, Kubernetes",Associate,5,Manufacturing,2025-03-14,2025-05-05,9.1,Advanced Robotics,Remote,2025,52,3,March
NLP Engineer,125873,Mid Level,Contract,Netherlands,Large,100,"SQL, Python, Linux, Deep Learning",PhD,4,Automotive,2024-12-20,2025-02-26,7.1,Neural Networks Co,Remote,2024,68,12,December
Deep Learning Engineer,147151,Senior Level,Full-Time,Sweden,Medium,0,"Linux, Azure, Tableau",Associate,9,Gaming,2024-10-17,2024-12-28,7.8,Algorithmic Solutions,On-site,2024,72,10,October
Data Analyst,285681,Executive Level,Full-Time,Switzerland,Medium,50,"TensorFlow, Scala, Mathematics, PyTorch",Bachelor,14,Retail,2024-04-20,2024-05-30,8.5,Smart Analytics,Hybrid,2024,40,4,April
AI Consultant,131530,Executive Level,Freelance,Canada,Medium,50,"TensorFlow, Computer Vision, Data Visualization, Python",Master,14,Government,2024-02-26,2024-04-18,5.3,Quantum Computing Inc,Hybrid,2024,52,2,February
Machine Learning Engineer,287045,Executive Level,Part-Time,United Kingdom,Large,0,"AWS, NLP, PyTorch, MLOps",Associate,15,Gaming,2025-02-10,2025-03-24,9.4,AI Innovations,On-site,2025,42,2,February
Deep Learning Engineer,67041,Mid Level,Contract,Austria,Small,0,"SQL, Java, MLOps, AWS",Associate,3,Telecommunications,2024-05-13,2024-06-12,6.8,DataVision Ltd,On-site,2024,30,5,May
AI Consultant,62686,Mid Level,Full-Time,Ireland,Medium,100,"R, Scala, Mathematics, Computer Vision, Java",Bachelor,3,Real Estate,2024-11-19,2024-12-08,9.8,TechCorp Inc,Remote,2024,19,11,November
Research Scientist,133903,Executive Level,Freelance,Canada,Medium,100,"Data Visualization, Java, Scala, AWS, Docker",Master,15,Government,2024-04-03,2024-06-10,6.1,DataVision Ltd,Remote,2024,68,4,April
Computer Vision Engineer,55231,Entry Level,Freelance,Israel,Medium,100,"Tableau, Data Visualization, Python, Mathematics, Scala",Associate,0,Telecommunications,2024-05-11,2024-06-13,5.1,Advanced Robotics,Remote,2024,33,5,May
AI Specialist,79160,Mid Level,Part-Time,Singapore,Medium,100,"MLOps, Hadoop, Python, Statistics",Master,4,Education,2024-07-17,2024-08-21,9.4,Machine Intelligence Group,Remote,2024,35,7,July
AI Consultant,263466,Executive Level,Full-Time,Germany,Large,0,"Deep Learning, Computer Vision, Azure, SQL",Associate,12,Transportation,2024-12-23,2025-02-06,6.7,Digital Transformation LLC,On-site,2024,45,12,December
Computer Vision Engineer,66838,Mid Level,Contract,Australia,Small,100,"PyTorch, Java, GCP",Master,4,Consulting,2024-07-16,2024-08-06,8.8,Predictive Systems,Remote,2024,21,7,July
AI Consultant,77442,Entry Level,Freelance,Germany,Medium,50,"Hadoop, Java, GCP, Mathematics, Python",Bachelor,0,Gaming,2024-04-13,2024-06-23,7.6,Smart Analytics,Hybrid,2024,71,4,April
AI Specialist,65870,Mid Level,Full-Time,Japan,Small,50,"Kubernetes, Python, Scala, GCP",PhD,4,Gaming,2024-11-10,2024-12-09,9.1,Algorithmic Solutions,Hybrid,2024,29,11,November
Autonomous Systems Engineer,72817,Mid Level,Freelance,Austria,Medium,0,"PyTorch, Git, Tableau, Linux, Python",Bachelor,2,Transportation,2025-04-09,2025-06-14,9.4,Quantum Computing Inc,On-site,2025,66,4,April
AI Research Scientist,121997,Mid Level,Contract,Norway,Large,100,"PyTorch, NLP, GCP, TensorFlow",Bachelor,3,Retail,2024-10-11,2024-12-18,5.8,Machine Intelligence Group,Remote,2024,68,10,October
Robotics Engineer,124677,Mid Level,Full-Time,Denmark,Large,0,"Java, Deep Learning, TensorFlow, AWS, Python",Bachelor,3,Telecommunications,2024-08-04,2024-09-01,6.2,Predictive Systems,On-site,2024,28,8,August
AI Product Manager,93067,Senior Level,Contract,India,Small,50,"Python, Kubernetes, Azure",PhD,7,Real Estate,2024-03-11,2024-04-16,6.7,Algorithmic Solutions,Hybrid,2024,36,3,March
AI Product Manager,46698,Entry Level,Contract,South Korea,Medium,100,"TensorFlow, SQL, Computer Vision, Azure",Master,0,Gaming,2024-12-10,2025-01-05,9.2,Algorithmic Solutions,Remote,2024,26,12,December
Data Analyst,177055,Executive Level,Full-Time,Switzerland,Small,100,"Computer Vision, Docker, SQL, AWS",PhD,10,Telecommunications,2024-02-04,2024-02-29,9.5,Neural Networks Co,Remote,2024,25,2,February
Robotics Engineer,72665,Entry Level,Full-Time,France,Medium,0,"R, Azure, Java, Statistics, Docker",Master,1,Government,2024-05-16,2024-06-06,7.9,DeepTech Ventures,On-site,2024,21,5,May
AI Software Engineer,167583,Executive Level,Freelance,Germany,Small,100,"AWS, R, Data Visualization, Computer Vision, Statistics",Bachelor,18,Healthcare,2024-09-21,2024-11-14,9.3,Quantum Computing Inc,Remote,2024,54,9,September
Data Analyst,89059,Senior Level,Freelance,Israel,Medium,50,"TensorFlow, Linux, Python, Azure, MLOps",Associate,5,Real Estate,2024-09-09,2024-10-17,9.6,Predictive Systems,Hybrid,2024,38,9,September
Data Scientist,40936,Entry Level,Full-Time,China,Small,0,"Docker, Java, Scala, GCP",Master,1,Real Estate,2024-11-27,2025-01-12,7.3,Advanced Robotics,On-site,2024,46,11,November
Data Scientist,151968,Executive Level,Part-Time,United Kingdom,Small,50,"Statistics, Azure, Mathematics, Python",Master,10,Government,2024-10-09,2024-10-27,5.4,Quantum Computing Inc,Hybrid,2024,18,10,October
Computer Vision Engineer,178453,Executive Level,Full-Time,United Kingdom,Large,0,"Spark, Statistics, PyTorch, GCP, Deep Learning",Master,11,Manufacturing,2024-05-16,2024-06-09,6.2,DataVision Ltd,On-site,2024,24,5,May
Autonomous Systems Engineer,70773,Mid Level,Part-Time,Australia,Small,50,"Mathematics, Data Visualization, Spark, SQL, PyTorch",Associate,4,Retail,2025-02-22,2025-03-26,7.0,Future Systems,Hybrid,2025,32,2,February
Data Scientist,62449,Mid Level,Freelance,China,Small,100,"Docker, Java, Kubernetes",PhD,3,Media,2024-02-21,2024-05-03,6.6,Advanced Robotics,Remote,2024,72,2,February
AI Consultant,110236,Executive Level,Part-Time,South Korea,Medium,100,"Spark, Hadoop, GCP",PhD,19,Automotive,2024-11-22,2024-12-25,8.4,Digital Transformation LLC,Remote,2024,33,11,November
Principal Data Scientist,69727,Entry Level,Freelance,Sweden,Small,100,"Spark, R, Computer Vision, Deep Learning, Python",Master,1,Consulting,2024-01-11,2024-03-02,10.0,Digital Transformation LLC,Remote,2024,51,1,January
Research Scientist,176638,Senior Level,Part-Time,Singapore,Large,50,"Hadoop, GCP, MLOps, Computer Vision",Master,8,Energy,2024-08-11,2024-09-15,5.7,TechCorp Inc,Hybrid,2024,35,8,August
AI Specialist,91647,Entry Level,Contract,United Kingdom,Large,50,"Mathematics, SQL, MLOps, GCP, Statistics",Bachelor,1,Gaming,2025-02-13,2025-03-29,6.8,Future Systems,Hybrid,2025,44,2,February
AI Architect,58147,Mid Level,Part-Time,Finland,Small,50,"Data Visualization, SQL, Spark",PhD,4,Consulting,2025-02-16,2025-04-23,7.0,DeepTech Ventures,Hybrid,2025,66,2,February
ML Ops Engineer,128104,Executive Level,Contract,Australia,Small,50,"Tableau, Computer Vision, Mathematics, AWS",PhD,17,Healthcare,2024-04-12,2024-05-29,6.9,TechCorp Inc,Hybrid,2024,47,4,April
Head of AI,72485,Entry Level,Part-Time,Australia,Medium,100,"Linux, Scala, Mathematics, Azure",Associate,1,Government,2024-04-28,2024-05-22,5.4,Machine Intelligence Group,Remote,2024,24,4,April
NLP Engineer,167076,Executive Level,Part-Time,South Korea,Large,100,"MLOps, AWS, GCP, Java, Scala",Bachelor,12,Real Estate,2025-04-21,2025-06-28,7.0,Algorithmic Solutions,Remote,2025,68,4,April
NLP Engineer,89217,Mid Level,Freelance,Finland,Large,0,"Spark, Python, Azure, TensorFlow, Java",Associate,3,Telecommunications,2025-03-29,2025-06-08,5.3,Cognitive Computing,On-site,2025,71,3,March
Deep Learning Engineer,123207,Mid Level,Part-Time,Sweden,Large,100,"Git, MLOps, Tableau",PhD,4,Finance,2025-02-07,2025-03-22,7.1,Algorithmic Solutions,Remote,2025,43,2,February
Data Scientist,52059,Mid Level,Part-Time,Japan,Small,50,"Statistics, Python, Mathematics, TensorFlow, Computer Vision",PhD,2,Telecommunications,2025-03-27,2025-04-23,7.4,DataVision Ltd,Hybrid,2025,27,3,March
Deep Learning Engineer,97190,Mid Level,Freelance,Singapore,Large,0,"AWS, Git, NLP",Master,4,Energy,2024-05-30,2024-07-20,8.4,Smart Analytics,On-site,2024,51,5,May
ML Ops Engineer,64138,Mid Level,Freelance,Israel,Medium,0,"Kubernetes, Hadoop, NLP, Linux",Master,2,Retail,2025-03-23,2025-04-25,6.2,Advanced Robotics,On-site,2025,33,3,March
Head of AI,80633,Entry Level,Contract,United Kingdom,Medium,50,"GCP, SQL, Python, Computer Vision, Kubernetes",Bachelor,0,Government,2024-05-14,2024-06-13,9.4,DataVision Ltd,Hybrid,2024,30,5,May
Machine Learning Researcher,149587,Senior Level,Full-Time,Sweden,Medium,100,"Python, Spark, Azure",Bachelor,8,Energy,2024-06-23,2024-07-31,9.2,Future Systems,Remote,2024,38,6,June
Computer Vision Engineer,244745,Executive Level,Part-Time,Sweden,Medium,100,"Deep Learning, R, TensorFlow",PhD,14,Gaming,2025-03-22,2025-04-16,6.4,Machine Intelligence Group,Remote,2025,25,3,March
AI Product Manager,67712,Mid Level,Full-Time,Israel,Large,50,"Statistics, PyTorch, Linux",PhD,4,Technology,2024-11-30,2024-12-23,5.5,Algorithmic Solutions,Hybrid,2024,23,11,November
Machine Learning Engineer,60111,Entry Level,Part-Time,Japan,Large,100,"Statistics, Spark, Data Visualization",PhD,1,Telecommunications,2024-06-29,2024-07-18,6.1,Cloud AI Solutions,Remote,2024,19,6,June
Head of AI,159242,Executive Level,Part-Time,China,Large,0,"Deep Learning, Kubernetes, Python, Hadoop",Associate,13,Telecommunications,2024-08-17,2024-10-19,9.9,Digital Transformation LLC,On-site,2024,63,8,August
AI Architect,123148,Executive Level,Freelance,India,Small,50,"SQL, Linux, Scala, Statistics, Python",Bachelor,13,Technology,2024-09-10,2024-10-13,9.6,Algorithmic Solutions,Hybrid,2024,33,9,September
Machine Learning Researcher,117747,Senior Level,Part-Time,Germany,Medium,0,"Tableau, Python, TensorFlow, Mathematics",Associate,5,Gaming,2024-09-18,2024-10-04,5.6,Smart Analytics,On-site,2024,16,9,September
Autonomous Systems Engineer,63372,Entry Level,Freelance,Netherlands,Large,100,"AWS, Scala, Hadoop, Mathematics, Statistics",Bachelor,0,Retail,2024-06-22,2024-08-05,5.8,Smart Analytics,Remote,2024,44,6,June
Data Analyst,87220,Senior Level,Part-Time,Israel,Small,50,"Linux, SQL, Python, Hadoop",PhD,6,Energy,2024-07-05,2024-09-01,5.8,DataVision Ltd,Hybrid,2024,58,7,July
Autonomous Systems Engineer,197219,Executive Level,Contract,Germany,Medium,0,"TensorFlow, Git, Computer Vision, SQL, AWS",Master,11,Energy,2024-07-21,2024-09-24,7.8,Advanced Robotics,On-site,2024,65,7,July
AI Software Engineer,147884,Senior Level,Part-Time,United States,Medium,0,"PyTorch, Computer Vision, Statistics, MLOps, SQL",PhD,9,Real Estate,2024-05-13,2024-07-24,8.7,Machine Intelligence Group,On-site,2024,72,5,May
Principal Data Scientist,84613,Entry Level,Full-Time,Singapore,Medium,50,"Kubernetes, SQL, Hadoop, GCP",PhD,1,Manufacturing,2024-07-09,2024-08-24,7.7,Advanced Robotics,Hybrid,2024,46,7,July
Autonomous Systems Engineer,147756,Executive Level,Freelance,China,Medium,100,"AWS, Docker, NLP, Azure",PhD,16,Education,2024-06-08,2024-08-18,5.5,Future Systems,Remote,2024,71,6,June
AI Specialist,103538,Mid Level,Contract,Singapore,Large,0,"Data Visualization, Azure, Docker, Deep Learning, GCP",Master,2,Media,2024-10-18,2024-11-09,9.9,Digital Transformation LLC,On-site,2024,22,10,October
Principal Data Scientist,62487,Mid Level,Freelance,India,Small,50,"Linux, Tableau, Kubernetes",Bachelor,4,Healthcare,2024-09-01,2024-10-12,8.8,Cloud AI Solutions,Hybrid,2024,41,9,September
AI Consultant,44191,Entry Level,Part-Time,China,Large,0,"SQL, Docker, Computer Vision, GCP",PhD,0,Technology,2024-06-24,2024-08-31,8.2,AI Innovations,On-site,2024,68,6,June
Machine Learning Engineer,66161,Senior Level,Freelance,Ireland,Small,50,"Data Visualization, Git, Computer Vision, Java, Python",Master,8,Media,2025-03-11,2025-05-13,8.1,Smart Analytics,Hybrid,2025,63,3,March
Machine Learning Researcher,52724,Entry Level,Full-Time,China,Medium,100,"Azure, Git, R, Linux",Master,1,Telecommunications,2025-01-26,2025-02-13,6.0,Neural Networks Co,Remote,2025,18,1,January
Data Engineer,183610,Senior Level,Contract,Switzerland,Small,100,"AWS, Computer Vision, Azure, MLOps",PhD,9,Energy,2024-01-14,2024-01-29,6.2,Neural Networks Co,Remote,2024,15,1,January
Principal Data Scientist,209494,Executive Level,Contract,Canada,Medium,100,"Java, NLP, Kubernetes",Bachelor,18,Education,2024-09-05,2024-09-26,7.1,Neural Networks Co,Remote,2024,21,9,September
Research Scientist,76714,Entry Level,Contract,Denmark,Small,0,"GCP, Deep Learning, Linux",Associate,0,Retail,2024-02-14,2024-03-28,9.9,Cloud AI Solutions,On-site,2024,43,2,February
Machine Learning Researcher,191575,Executive Level,Freelance,Australia,Medium,0,"Statistics, Git, AWS",Bachelor,10,Automotive,2024-09-02,2024-11-07,8.2,Machine Intelligence Group,On-site,2024,66,9,September
Deep Learning Engineer,72633,Entry Level,Full-Time,Denmark,Medium,0,"MLOps, Git, Deep Learning",PhD,0,Finance,2024-04-12,2024-05-25,5.4,Quantum Computing Inc,On-site,2024,43,4,April
AI Specialist,120041,Mid Level,Part-Time,Switzerland,Medium,100,"Hadoop, Spark, R, SQL, GCP",Bachelor,4,Healthcare,2024-10-16,2024-11-23,8.1,Predictive Systems,Remote,2024,38,10,October
AI Architect,164029,Senior Level,Full-Time,Switzerland,Medium,0,"Kubernetes, Java, Deep Learning, NLP",Bachelor,6,Manufacturing,2024-08-20,2024-09-18,6.4,DeepTech Ventures,On-site,2024,29,8,August
AI Architect,124364,Mid Level,Full-Time,Germany,Large,0,"Git, Spark, Scala",Bachelor,3,Technology,2024-01-28,2024-04-04,8.9,Advanced Robotics,On-site,2024,67,1,January
ML Ops Engineer,84344,Mid Level,Freelance,Germany,Medium,50,"Kubernetes, Scala, Statistics, Linux, SQL",Associate,2,Education,2024-05-06,2024-06-05,7.0,DeepTech Ventures,Hybrid,2024,30,5,May
Autonomous Systems Engineer,88502,Mid Level,Full-Time,Canada,Large,100,"Java, Hadoop, Mathematics, Computer Vision, Python",Master,2,Technology,2025-04-22,2025-05-15,9.2,Cloud AI Solutions,Remote,2025,23,4,April
AI Software Engineer,78601,Entry Level,Full-Time,United States,Small,100,"Azure, Scala, Linux, Computer Vision, SQL",Master,1,Retail,2025-03-27,2025-06-01,8.9,TechCorp Inc,Remote,2025,66,3,March
ML Ops Engineer,62274,Entry Level,Part-Time,Singapore,Large,50,"SQL, Git, Mathematics, Data Visualization, Hadoop",Bachelor,0,Retail,2025-02-15,2025-03-29,9.5,Cloud AI Solutions,Hybrid,2025,42,2,February
AI Architect,76304,Entry Level,Contract,United Kingdom,Small,0,"Java, Tableau, R",Associate,1,Energy,2024-05-17,2024-07-16,9.0,TechCorp Inc,On-site,2024,60,5,May
Machine Learning Engineer,151356,Executive Level,Part-Time,Finland,Large,0,"Git, Mathematics, Deep Learning, PyTorch",Master,13,Energy,2024-05-11,2024-07-05,6.8,Neural Networks Co,On-site,2024,55,5,May
AI Consultant,85338,Mid Level,Full-Time,Denmark,Small,50,"Kubernetes, GCP, Scala, Docker, AWS",Master,4,Gaming,2024-05-03,2024-07-12,5.8,Algorithmic Solutions,Hybrid,2024,70,5,May
AI Specialist,54995,Mid Level,Full-Time,Ireland,Medium,0,"PyTorch, Python, MLOps, NLP",Bachelor,2,Transportation,2024-01-29,2024-04-09,7.8,Digital Transformation LLC,On-site,2024,71,1,January
ML Ops Engineer,118745,Mid Level,Part-Time,Sweden,Large,50,"Tableau, Docker, Hadoop",Bachelor,2,Consulting,2024-01-14,2024-02-02,5.7,Predictive Systems,Hybrid,2024,19,1,January
Principal Data Scientist,258992,Executive Level,Freelance,United Kingdom,Medium,100,"Data Visualization, NLP, Scala",Associate,12,Telecommunications,2024-05-05,2024-07-03,9.3,DeepTech Ventures,Remote,2024,59,5,May
AI Product Manager,272932,Executive Level,Freelance,Denmark,Large,0,"Linux, Java, Computer Vision, R, Spark",Associate,10,Technology,2024-05-14,2024-06-09,8.6,TechCorp Inc,On-site,2024,26,5,May
AI Product Manager,89377,Senior Level,Contract,Finland,Large,0,"Deep Learning, Hadoop, Java, GCP",PhD,9,Consulting,2025-02-02,2025-04-09,9.4,AI Innovations,On-site,2025,66,2,February
Principal Data Scientist,105831,Entry Level,Part-Time,Switzerland,Medium,100,"Spark, Deep Learning, NLP, PyTorch",Associate,0,Consulting,2025-02-22,2025-04-17,9.8,Advanced Robotics,Remote,2025,54,2,February
Machine Learning Engineer,173782,Senior Level,Part-Time,Norway,Medium,0,"Mathematics, TensorFlow, Tableau",Associate,7,Finance,2024-02-07,2024-04-07,7.7,Machine Intelligence Group,On-site,2024,60,2,February
NLP Engineer,63057,Mid Level,Contract,India,Small,100,"Azure, R, Tableau, Python, Java",PhD,4,Education,2024-01-13,2024-02-24,6.2,Advanced Robotics,Remote,2024,42,1,January
Head of AI,78962,Entry Level,Freelance,Germany,Medium,0,"Kubernetes, GCP, Python, Docker, TensorFlow",PhD,1,Manufacturing,2025-04-12,2025-06-03,9.9,Advanced Robotics,On-site,2025,52,4,April
Computer Vision Engineer,153206,Mid Level,Full-Time,Switzerland,Large,50,"Git, Azure, Data Visualization, PyTorch, Python",Bachelor,3,Energy,2024-07-18,2024-08-01,6.4,Smart Analytics,Hybrid,2024,14,7,July
Machine Learning Engineer,65249,Entry Level,Freelance,Sweden,Large,0,"Linux, R, AWS, SQL",Master,0,Technology,2024-06-23,2024-07-15,8.4,AI Innovations,On-site,2024,22,6,June
Principal Data Scientist,163180,Executive Level,Freelance,Finland,Large,50,"Python, Git, Mathematics, Statistics",Associate,16,Transportation,2025-04-14,2025-06-22,7.0,Cognitive Computing,Hybrid,2025,69,4,April
Machine Learning Engineer,72152,Senior Level,Contract,Austria,Small,100,"Scala, AWS, Spark",Master,9,Technology,2024-01-30,2024-03-21,5.8,Future Systems,Remote,2024,51,1,January
ML Ops Engineer,58609,Entry Level,Freelance,Ireland,Large,100,"Docker, Hadoop, MLOps, Scala, Mathematics",Associate,0,Media,2024-08-28,2024-10-20,6.7,DataVision Ltd,Remote,2024,53,8,August
Research Scientist,81928,Entry Level,Freelance,France,Large,50,"Git, SQL, PyTorch, Scala",Master,1,Retail,2025-03-10,2025-05-22,6.6,Smart Analytics,Hybrid,2025,73,3,March
Autonomous Systems Engineer,37110,Entry Level,Contract,India,Medium,50,"Statistics, Tableau, Hadoop, Git, Linux",Master,0,Media,2025-03-07,2025-04-09,6.8,Machine Intelligence Group,Hybrid,2025,33,3,March
Data Engineer,151251,Executive Level,Freelance,Australia,Medium,100,"R, TensorFlow, Deep Learning, Docker",Master,15,Automotive,2025-03-01,2025-04-23,9.6,DeepTech Ventures,Remote,2025,53,3,March
AI Software Engineer,87663,Executive Level,Freelance,Finland,Small,50,"Python, TensorFlow, Mathematics, Computer Vision",Master,13,Real Estate,2025-04-25,2025-05-27,5.9,Predictive Systems,Hybrid,2025,32,4,April
AI Research Scientist,65277,Senior Level,Freelance,Austria,Small,100,"Scala, Mathematics, Computer Vision, Tableau, Docker",Associate,6,Healthcare,2025-03-12,2025-04-25,7.8,DataVision Ltd,Remote,2025,44,3,March
Research Scientist,52768,Mid Level,Full-Time,Japan,Medium,0,"Mathematics, Linux, Deep Learning",Associate,3,Automotive,2024-04-07,2024-04-25,7.7,Machine Intelligence Group,On-site,2024,18,4,April
Machine Learning Researcher,55351,Entry Level,Part-Time,China,Medium,0,"Kubernetes, Python, GCP",Bachelor,1,Manufacturing,2025-02-26,2025-05-01,5.9,Algorithmic Solutions,On-site,2025,64,2,February
AI Architect,70272,Entry Level,Freelance,Denmark,Small,100,"Azure, R, Python, Docker",PhD,1,Healthcare,2024-08-09,2024-08-27,6.1,DeepTech Ventures,Remote,2024,18,8,August
Principal Data Scientist,85950,Entry Level,Freelance,Australia,Large,100,"Scala, Hadoop, R, Kubernetes",Associate,0,Education,2025-04-26,2025-06-27,6.3,Cloud AI Solutions,Remote,2025,62,4,April
AI Consultant,149258,Executive Level,Part-Time,Germany,Medium,0,"Git, Python, Computer Vision, Statistics",Associate,13,Consulting,2024-05-15,2024-06-11,6.5,DataVision Ltd,On-site,2024,27,5,May
Research Scientist,51215,Entry Level,Contract,Australia,Small,50,"Java, Hadoop, Mathematics, Kubernetes",Bachelor,1,Automotive,2025-03-16,2025-05-27,5.0,TechCorp Inc,Hybrid,2025,72,3,March
Principal Data Scientist,155288,Executive Level,Contract,Austria,Small,100,"Mathematics, Python, Linux",Bachelor,16,Technology,2024-09-29,2024-12-10,5.2,Machine Intelligence Group,Remote,2024,72,9,September
AI Specialist,82498,Mid Level,Freelance,Austria,Large,100,"Statistics, Tableau, Scala",PhD,2,Telecommunications,2024-08-04,2024-08-31,8.2,Autonomous Tech,Remote,2024,27,8,August
Autonomous Systems Engineer,68010,Mid Level,Contract,Finland,Medium,100,"Azure, Tableau, Deep Learning",Associate,2,Finance,2024-09-30,2024-11-09,8.4,Cloud AI Solutions,Remote,2024,40,9,September
Data Scientist,251004,Executive Level,Full-Time,United Kingdom,Medium,50,"Tableau, Hadoop, Linux, Java, Scala",PhD,14,Manufacturing,2024-05-17,2024-07-02,7.5,Smart Analytics,Hybrid,2024,46,5,May
Principal Data Scientist,150258,Senior Level,Full-Time,United Kingdom,Large,50,"Data Visualization, R, Java, Hadoop",Associate,9,Government,2024-02-17,2024-04-21,5.1,AI Innovations,Hybrid,2024,64,2,February
ML Ops Engineer,114987,Mid Level,Part-Time,Germany,Large,0,"Java, Deep Learning, GCP, Spark",Bachelor,2,Manufacturing,2025-01-08,2025-01-25,9.8,Smart Analytics,On-site,2025,17,1,January
AI Specialist,79017,Entry Level,Freelance,Sweden,Medium,0,"AWS, PyTorch, Spark, Azure, TensorFlow",Associate,0,Government,2024-06-24,2024-07-10,9.6,Advanced Robotics,On-site,2024,16,6,June
Robotics Engineer,80390,Entry Level,Freelance,France,Large,50,"R, AWS, Azure, Statistics, SQL",Associate,1,Energy,2024-10-11,2024-12-12,6.5,Cognitive Computing,Hybrid,2024,62,10,October
AI Software Engineer,66202,Mid Level,Freelance,Finland,Small,100,"MLOps, Spark, TensorFlow, Azure",Associate,4,Technology,2024-12-25,2025-01-23,8.9,Cognitive Computing,Remote,2024,29,12,December
Data Analyst,85906,Mid Level,Contract,Germany,Small,0,"Data Visualization, Scala, Hadoop, Docker, Computer Vision",Associate,2,Telecommunications,2024-08-09,2024-10-13,7.9,Machine Intelligence Group,On-site,2024,65,8,August
Data Analyst,209819,Senior Level,Freelance,Switzerland,Large,50,"Spark, Linux, Java",Associate,5,Finance,2024-12-31,2025-02-10,8.0,Predictive Systems,Hybrid,2024,41,12,December
AI Software Engineer,71786,Entry Level,Freelance,Sweden,Medium,100,"Kubernetes, Computer Vision, Linux",Master,1,Automotive,2025-02-02,2025-03-21,5.1,Autonomous Tech,Remote,2025,47,2,February
AI Software Engineer,48204,Entry Level,Part-Time,China,Small,100,"SQL, AWS, Tableau, Python",Master,1,Healthcare,2024-01-15,2024-03-13,7.8,AI Innovations,Remote,2024,58,1,January
Research Scientist,69583,Senior Level,Full-Time,Ireland,Small,50,"Python, Deep Learning, Tableau",PhD,5,Healthcare,2024-12-19,2025-02-23,9.0,Digital Transformation LLC,Hybrid,2024,66,12,December
AI Consultant,121197,Senior Level,Full-Time,India,Large,100,"Mathematics, Computer Vision, Java, Git, AWS",Bachelor,5,Technology,2025-01-20,2025-02-12,5.1,AI Innovations,Remote,2025,23,1,January
Data Analyst,139649,Executive Level,Freelance,Ireland,Large,100,"Python, Deep Learning, Tableau, Linux",Bachelor,10,Transportation,2024-10-20,2024-12-28,9.4,Cloud AI Solutions,Remote,2024,69,10,October
Deep Learning Engineer,57122,Entry Level,Full-Time,Japan,Large,50,"Python, Kubernetes, Deep Learning, Hadoop, Mathematics",Bachelor,0,Media,2024-04-15,2024-05-05,8.8,Predictive Systems,Hybrid,2024,20,4,April
Deep Learning Engineer,109853,Mid Level,Freelance,Switzerland,Small,50,"PyTorch, Spark, Python, SQL, Tableau",Master,2,Telecommunications,2024-07-03,2024-07-19,8.2,Algorithmic Solutions,Hybrid,2024,16,7,July
AI Architect,89079,Mid Level,Freelance,Australia,Large,50,"Java, PyTorch, TensorFlow",Master,2,Telecommunications,2024-12-02,2025-01-10,8.3,Future Systems,Hybrid,2024,39,12,December
Principal Data Scientist,191497,Executive Level,Part-Time,United States,Medium,50,"Java, Deep Learning, MLOps, Data Visualization",Associate,11,Gaming,2024-03-18,2024-05-17,6.2,Cloud AI Solutions,Hybrid,2024,60,3,March
AI Architect,172417,Executive Level,Part-Time,Singapore,Medium,100,"R, Docker, Data Visualization, Mathematics",Master,14,Government,2025-02-14,2025-04-07,5.4,Algorithmic Solutions,Remote,2025,52,2,February
